contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
SPY240816P00575000,2024-07-30 20:09:27+00:00,575.0,36.12,0.0,0.0,0.0,0.0,41.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00576000,2024-07-30 20:09:27+00:00,576.0,37.13,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00580000,2024-07-30 20:07:09+00:00,580.0,41.39,0.0,0.0,0.0,0.0,21.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00585000,2024-07-30 20:07:09+00:00,585.0,46.4,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00590000,2024-07-30 20:07:09+00:00,590.0,51.41,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00595000,2024-06-24 19:43:48+00:00,595.0,50.91,52.55,53.22,0.0,0.0,7.0,0,0.215828154296875,True,REGULAR,USD,Put
SPY240816P00600000,2024-07-24 18:15:44+00:00,600.0,55.79,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00605000,2024-05-16 19:52:36+00:00,605.0,75.3,63.24,64.08,0.0,0.0,4.0,0,0.33020689331054687,True,REGULAR,USD,Put
SPY240816P00615000,2024-07-30 19:54:22+00:00,615.0,72.26,0.0,0.0,0.0,0.0,20.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00620000,2024-07-30 19:54:22+00:00,620.0,77.28,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00625000,2024-07-29 20:07:58+00:00,625.0,80.33,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00630000,2024-06-21 15:27:01+00:00,630.0,85.26,81.39,81.75,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00635000,2024-04-30 16:55:36+00:00,635.0,130.01,112.74,113.55,0.0,0.0,2.0,0,1.0799301374816896,True,REGULAR,USD,Put
SPY240816P00640000,2024-07-12 19:53:21+00:00,640.0,80.54,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
SPY240816P00645000,2024-06-24 19:39:03+00:00,645.0,100.98,102.57,103.23,0.0,0.0,1.0,0,0.36743796630859377,True,REGULAR,USD,Put
SPY240816P00650000,2024-07-01 19:46:03+00:00,650.0,105.45,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put
